agent.name,package.name,package.version,vulnerability.description,vulnerability.severity,vulnerability.id
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Microsoft Graphics Component allows an authorized attacker to elevate privileges locally.,High,CVE-2026-23668
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Bluetooth RFCOM Protocol Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2026-23671
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Broadcast DVR allows an authorized attacker to elevate privileges locally.,High,CVE-2026-23667
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows DWM Core Library allows an authorized attacker to elevate privileges locally.,High,CVE-2026-25189
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper privilege management in Windows Remote Desktop allows an authorized attacker to elevate privileges locally.,High,CVE-2026-21533
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Access of resource using incompatible type ('type confusion') in Desktop Window Manager allows an authorized attacker to elevate privileges locally.,High,CVE-2026-21519
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Protection mechanism failure in MSHTML Framework allows an unauthorized attacker to bypass a security feature over a network.,High,CVE-2026-21513
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper access control in Windows Hyper-V allows an authorized attacker to bypass a security feature locally.,High,CVE-2026-21255
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Mailslot File System allows an authorized attacker to elevate privileges locally.,High,CVE-2026-21253
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Null pointer dereference in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2026-24293
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows Hyper-V allows an authorized attacker to execute code locally.,High,CVE-2026-21244
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Time-of-check time-of-use (toctou) race condition in Windows HTTP.sys allows an authorized attacker to elevate privileges locally.,High,CVE-2026-21240
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper link resolution before file access ('link following') in Winlogon allows an authorized attacker to elevate privileges locally.,High,CVE-2026-25187
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper access control in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2026-21238
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Subsystem for Linux allows an authorized attacker to elevate privileges locally.,High,CVE-2026-21237
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2026-21236
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Microsoft Graphics Component allows an authorized attacker to elevate privileges locally.,High,CVE-2026-21235
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Kernel allows an authorized attacker to elevate privileges locally.,High,CVE-2026-21231
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Insertion of sensitive information into log file in Windows Kernel allows an authorized attacker to disclose information locally.,Medium,CVE-2026-21222
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Exposure of sensitive information to an unauthorized actor in Windows File Explorer allows an authorized attacker to disclose information locally.,Medium,CVE-2026-20937
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,"Windows Secure Boot stores Microsoft certificates in the UEFI KEK and DB. These original certificates are approaching expiration, and devices containing affected certificate versions must update them to maintain Secure Boot functionality and avoid compromising security by losing security fixes related to Windows boot manager or Secure Boot.
The operating system’s certificate update protection mechanism relies on firmware components that might contain defects, which can cause certificate trust updates to fail or behave unpredictably. This leads to potential disruption of the Secure Boot trust chain and requires careful validation and deployment to restore intended security guarantees.



Certificate Authority (CA)
Location
Purpose
Expiration Date




Microsoft Corporation KEK CA 2011
KEK
Signs updates to the DB and DBX
06/24/2026


Microsoft Corporation UEFI CA 2011
DB
Signs 3rd party boot loaders, Option ROMs, etc.
06/27/2026


Microsoft Windows Production PCA 2011
DB
Signs the Windows Boot Manager
10/19/2026



For more information see this CVE and Windows Secure Boot certificate expiration and CA updates.",Medium,CVE-2026-21265
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Out-of-bounds read in Windows NDIS allows an authorized attacker to disclose information with a physical attack.,Medium,CVE-2026-20936
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows SMB Server allows an authorized attacker to elevate privileges over a network.,High,CVE-2026-20934
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,External control of file name or path in Windows Telephony Service allows an authorized attacker to elevate privileges over an adjacent network.,High,CVE-2026-20931
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows SMB Server allows an authorized attacker to deny service over a network.,Medium,CVE-2026-20927
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Protection mechanism failure in Windows Shell allows an unauthorized attacker to bypass a security feature over a network.,High,CVE-2026-21510
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows SMB Server allows an authorized attacker to elevate privileges over a network.,High,CVE-2026-20926
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Win32K allows an authorized attacker to elevate privileges locally.,High,CVE-2026-24285
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20924
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows NTFS allows an authorized attacker to execute code locally.,High,CVE-2026-20922
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20918
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Kernel allows an authorized attacker to elevate privileges locally.,High,CVE-2026-26132
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Windows Universal Disk Format File System Driver (UDFS) Elevation of Privilege Vulnerability,High,CVE-2026-23672
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20877
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20874
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20873
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,External control of file name or path in Windows NTLM allows an unauthorized attacker to perform spoofing over a network.,Medium,CVE-2026-20872
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Local Session Manager (LSM) allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20869
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.,High,CVE-2026-20868
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20865
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Connected Devices Platform Service (Cdpsvc) allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20864
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Exposure of sensitive information to an unauthorized actor in Windows Management Services allows an authorized attacker to disclose information locally.,Medium,CVE-2026-20862
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Integer overflow or wraparound in Windows Routing and Remote Access Service (RRAS) allows an authorized attacker to execute code over a network.,High,CVE-2026-25173
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Management Services allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20861
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Access of resource using incompatible type ('type confusion') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20860
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,External control of file name or path in Windows NTLM allows an unauthorized attacker to perform spoofing over a network.,Medium,CVE-2026-20925
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20858
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Buffer over-read in Windows Projected File System allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62464
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use of uninitialized resource in Dynamic Root of Trust for Measurement (DRTM) allows an authorized attacker to disclose information locally.,Medium,CVE-2026-20962
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Buffer over-read in Windows Projected File System allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62462
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper access control in Windows Storage VSP Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2025-59517
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Buffer over-read in Windows Projected File System Filter Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62461
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper input validation in Windows Message Queuing allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62455
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Management Services allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20923
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Double free in Microsoft Wireless Provisioning System allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62219
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper authentication in Windows Storage allows an authorized attacker to elevate privileges locally.,High,CVE-2026-21508
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Out-of-bounds read in Windows Internet Connection Sharing (ICS) allows an unauthorized attacker to disclose information with a physical attack.,Medium,CVE-2026-20828
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows SMB Server allows an authorized attacker to elevate privileges over a network.,High,CVE-2026-20921
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Microsoft Wireless Provisioning System allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62218
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper access control in Windows Projected File System allows an authorized attacker to elevate privileges locally.,High,CVE-2026-24290
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Integer underflow (wrap or wraparound) in Windows Hyper-V allows an authorized attacker to deny service over a network.,Medium,CVE-2025-62567
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Clipboard Server allows an unauthorized attacker to elevate privileges locally.,High,CVE-2026-20844
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62217
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Untrusted pointer dereference in Windows Routing and Remote Access Service (RRAS) allows an unauthorized attacker to execute code over a network.,High,CVE-2025-62549
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper handling of insufficient permissions or privileges in Windows Error Reporting allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20817
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Absolute path traversal in Windows Shell allows an unauthorized attacker to perform spoofing with a physical attack.,Medium,CVE-2026-20834
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows Kernel allows an authorized attacker to elevate privileges locally.,High,CVE-2026-21239
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62213
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Authentication Methods allows an authorized attacker to elevate privileges locally.,High,CVE-2026-25171
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper input validation in Windows Hyper-V allows an authorized attacker to execute code locally.,High,CVE-2026-21247
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Untrusted pointer dereference in Windows Remote Desktop allows an authorized attacker to elevate privileges locally.,High,CVE-2025-60703
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Microsoft Graphics Component allows an unauthorized attacker to execute code over a network.,Critical,CVE-2025-60724
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows DirectX allows an authorized attacker to deny service over a network.,Medium,CVE-2025-60723
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Untrusted pointer dereference in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2025-60719
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Broadcast DVR User Service allows an authorized attacker to elevate privileges locally.,High,CVE-2025-60717
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Desktop Windows Manager allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20871
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows DirectX allows an authorized attacker to elevate privileges locally.,High,CVE-2025-60716
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Kernel allows an authorized attacker to elevate privileges locally.,High,CVE-2026-24289
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62221
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows Hyper-V allows an authorized attacker to execute code locally.,High,CVE-2026-21248
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Microsoft Graphics Component allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20822
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Buffer over-read in Windows GDI+ allows an unauthorized attacker to deny service over a network.,High,CVE-2026-20846
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Insertion of sensitive information into sent data in Windows Speech allows an authorized attacker to disclose information locally.,Medium,CVE-2025-59509
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Shell allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62565
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows OLE allows an unauthorized attacker to execute code locally.,High,CVE-2025-60714
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an authorized attacker to execute code over a network.,High,CVE-2025-60715
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20940
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper access control in Windows HTTP.sys allows an authorized attacker to elevate privileges over a network.,High,CVE-2026-20929
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Speech allows an authorized attacker to elevate privileges locally.,High,CVE-2025-59508
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper access control in Windows Routing and Remote Access Service (RRAS) allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20843
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Divide by zero in Microsoft Graphics Component allows an unauthorized attacker to deny service locally.,Medium,CVE-2026-25169
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,External control of file name or path in Windows WLAN Service allows an authorized attacker to elevate privileges locally.,High,CVE-2025-59511
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Out-of-bounds read in Windows Projected File System allows an authorized attacker to elevate privileges locally.,High,CVE-2025-55233
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows Telephony Service allows an unauthorized attacker to elevate privileges over an adjacent network.,High,CVE-2026-25188
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper validation of specified type of input in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2026-25179
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows Kernel allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62215
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper neutralization of special elements used in a command ('command injection') in Windows PowerShell allows an unauthorized attacker to execute code locally.,High,CVE-2025-54100
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Concurrent execution using shared resource with improper synchronization ('race condition') in Windows DirectX allows an authorized attacker to elevate privileges locally.,High,CVE-2025-59506
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Out-of-bounds read in Windows NTFS allows an authorized attacker to elevate privileges locally.,High,CVE-2026-25175
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Exposure of sensitive information to an unauthorized actor in Windows Remote Procedure Call allows an unauthorized attacker to disclose information locally.,Medium,CVE-2026-20821
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper privilege management in Microsoft Streaming Service allows an authorized attacker to elevate privileges locally.,High,CVE-2025-59514
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Untrusted pointer dereference in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20857
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Out-of-bounds read in Push Message Routing Service allows an authorized attacker to disclose information locally.,Medium,CVE-2026-24282
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62454
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Free of memory not on the heap in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2026-20810
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows Routing and Remote Access Service (RRAS) allows an authorized attacker to execute code over a network.,High,CVE-2025-62452
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Improper access control in Customer Experience Improvement Program (CEIP) allows an authorized attacker to elevate privileges locally.,High,CVE-2025-59512
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Integer overflow or wraparound in Windows Projected File System allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62467
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Out-of-bounds read in Windows Cloud Files Mini Filter Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62457
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Use after free in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2026-25178
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Missing cryptographic step in Windows Kerberos allows an unauthorized attacker to elevate privileges over a network.,High,CVE-2025-60704
DESKTOP-CQQ4THI,Microsoft Windows 10 Pro 10.0.19045.6456,10.0.19045.6456,Heap-based buffer overflow in Windows Common Log File System Driver allows an authorized attacker to elevate privileges locally.,High,CVE-2025-62470
